"country","iso","year","month","total","financial","humanitarian","military","commitments","to_be_allocated","gdp","pct_gdp"
"EU (Commission and Council)","EU",2025,4,4.5,4.5,0,0,0,-4.5,0,0
"EU (Commission and Council)","EU",2025,5,1.000511,1.000511,0,0,0.000511,-1,0,0
"EU (Commission and Council)","EU",2025,6,1.00042,1.00042,0,0,0.00042,-1,0,0
"EU (Commission and Council)","EU",2025,7,3.49,3.38,0.11,0,0.11,-3.38,0,0
"EU (Commission and Council)","EU",2025,8,4.05,4.05,0,0,0,-4.05,0,0
"EU (Commission and Council)","EU",2025,9,1.04,1,0.04,0,0.04,-1,0,0
"EU (Commission and Council)","EU",2025,10,4.1,4.1,0,0,0.1,-4,0,0
"EU (Commission and Council)","EU",2025,11,5.9,5.9,0,0,0,-5.9,0,0
"EU (Commission and Council)","EU",2025,12,2.3,2.3,0,0,0,-2.3,0,0
"EU (Commission and Council)","EU",2026,1,0.152839,0,0.152839,0,0.152839,0,0,0
"EU (Commission and Council)","EU",2026,2,0.1,0,0.1,0,0.1,0,0,0
"EU (Commission and Council)","EU",2026,4,0,0,0,0,90,90,0,0
"Estonia","EST",2022,2,0.003439,0,0,0.003439,0.003439,0,31.4449129999995,0.0109365861498808
"Estonia","EST",2022,3,0.226938,0,0,0.226938,0.226938,0,31.4449129999995,0.721700199965583
"Estonia","EST",2022,4,0.0091,0,0.0041,0.005,0.0091,0,31.4449129999995,0.0289394980994228
"Estonia","EST",2022,5,0,0,0,0,0.0029,0.0029,31.4449129999995,0
"Estonia","EST",2022,6,0.000393,0,0.000393,0,0.000393,0,31.4449129999995,0.00124980469813991
"Estonia","EST",2022,8,0.054585,0,0.0019,0.052685,0.052685,-0.0019,31.4449129999995,0.173589286127142
"Estonia","EST",2022,9,0.002007,0,0.002007,0,0.001007,-0.001,31.4449129999995,0.00638259040500456
"Estonia","EST",2022,10,0.005,0,0,0.005,0.005,0,31.4449129999995,0.015900823131551
"Estonia","EST",2022,12,0,0,0,0,0,0,31.4449129999995,0
"Estonia","EST",2023,1,0.226,0,0,0.226,0.113,-0.113,31.4449129999995,0.718717205546104
"Estonia","EST",2023,2,0.088326,0,0.020699,0.067627,0.088326,0,31.4449129999995,0.280891220783474
"Estonia","EST",2023,3,0.000494,0,0,0.000494,0.000494,0,31.4449129999995,0.00157100132539724
"Estonia","EST",2023,4,0.009269,0,0,0.009269,0.009269,0,31.4449129999995,0.0294769459212692
"Estonia","EST",2023,6,0.006029,0,0.000457,0.005572,0.006029,0,31.4449129999995,0.0191732125320242
"Estonia","EST",2023,8,0.001043,0,0.001043,0,0.001043,0,31.4449129999995,0.00331691170524153
"Estonia","EST",2023,10,0.0002,0,0.0002,0,0.0002,0,31.4449129999995,0.000636032925262039
"Estonia","EST",2023,12,0.08085,0,0.00085,0.08,0.08035,-0.0005,31.4449129999995,0.257116310037179
"Estonia","EST",2024,1,0.002031,0,0.002031,0,0.535381,0.53335,31.4449129999995,0.00645891435603601
"Estonia","EST",2024,2,0.0005,0,0,0.0005,0,-0.0005,31.4449129999995,0.0015900823131551
"Estonia","EST",2024,3,0.02,0,0,0.02,0,-0.02,31.4449129999995,0.0636032925262039
"Estonia","EST",2024,4,0.01197,0.01,0.00197,0,0,-0.01197,31.4449129999995,0.038066570576933
"Estonia","EST",2024,5,0.006633,0,0.004633,0.002,0,-0.006633,31.4449129999995,0.0210940319663155
"Estonia","EST",2024,6,0.002087,0,0.002087,0,0.001262,-0.000825,31.4449129999995,0.00663700357510938
"Estonia","EST",2024,7,0.000102,0,0.000102,0,0.000102,0,31.4449129999995,0.00032437679188364
"Estonia","EST",2024,8,0.003163,0,0.003163,0,0.0026,-0.000563,31.4449129999995,0.0100588607130191
"Estonia","EST",2024,9,0.00376,0,0.00376,0,0.000236,-0.003524,31.4449129999995,0.0119574189949263
"Estonia","EST",2024,10,0.00037,0,0.00037,0,0.00037,0,31.4449129999995,0.00117666091173477
"Estonia","EST",2024,12,0.005391,0,0.000391,0.005,0,-0.005391,31.4449129999995,0.0171442675004383
"Estonia","EST",2025,1,0.000965,0,0.000965,0,0,-0.000965,31.4449129999995,0.00306885886438934
"Estonia","EST",2025,2,0.0415,0,0,0.0415,0.0685,0.027,31.4449129999995,0.131976831991873
"Estonia","EST",2025,3,0.10216,0,0.00216,0.1,0,-0.10216,31.4449129999995,0.32488561822385
"Estonia","EST",2025,4,0.003445,0,0.003445,0,0,-0.003445,31.4449129999995,0.0109556671376386
"Estonia","EST",2025,5,0.000379,0,0.000379,0,0,-0.000379,31.4449129999995,0.00120528239337156
"Estonia","EST",2025,6,0.008095,0,0.001095,0.007,0,-0.008095,31.4449129999995,0.025743432649981
"Estonia","EST",2025,8,0.00279,0,0.00279,0,0,-0.00279,31.4449129999995,0.00887265930740545
"Estonia","EST",2025,9,0.01,0,0,0.01,0,-0.01,31.4449129999995,0.031801646263102
"Estonia","EST",2025,10,0.00138,0,0.00138,0,0,-0.00138,31.4449129999995,0.00438862718430807
"Estonia","EST",2025,11,0.0035,0,0,0.0035,0,-0.0035,31.4449129999995,0.0111305761920857
"Estonia","EST",2025,12,0.002,0,0.002,0,0,-0.002,31.4449129999995,0.00636032925262039
"Estonia","EST",2026,1,0.000408,0,0.000408,0,0,-0.000408,31.4449129999995,0.00129750716753456
"Estonia","EST",2026,2,0.0112,0,0.0002,0.011,0,-0.0112,31.4449129999995,0.0356178438146742
"Estonia","EST",2026,4,0.0057,0,0,0.0057,0.0107,0.005,31.4449129999995,0.0181269383699681
"Finland","FIN",2022,2,0.0313,0,0.002,0.0293,0.0606,0.0293,251.366999999996,0.012451912940044
"Finland","FIN",2022,3,0.009119,0.0058,0.003319,0,0.009119,0,251.366999999996,0.00362776338978472
"Finland","FIN",2022,4,0.047674,0.0465,0.001174,0,0.047674,0,251.366999999996,0.0189658944889348
"Finland","FIN",2022,5,0.0092,0,0.0092,0,0.0092,0,251.366999999996,0.00365998719004489
"Finland","FIN",2022,6,0.05475,0,0,0.05475,0.05475,0,251.366999999996,0.0217809020277128
"Finland","FIN",2022,7,0.006,0.006,0,0,0.006,0,251.366999999996,0.00238694816742058
"Finland","FIN",2022,9,0.07325,0.015,0.05,0.00825,0.07325,0,251.366999999996,0.0291406588772596
"Finland","FIN",2022,10,0.031574,0,0.001574,0.03,0.031574,0,251.366999999996,0.0125609169063562
"Finland","FIN",2022,11,0.0556,0,0,0.0556,0.0556,0,251.366999999996,0.0221190530180974
"Finland","FIN",2022,12,0.040777,0,0.011977,0.0288,0.040777,0,251.366999999996,0.0162220975704849
"Finland","FIN",2023,1,0.4,0,0,0.4,0.4,0,251.366999999996,0.159129877828039
"Finland","FIN",2023,2,0.1655,0.0055,0,0.16,0.1655,0,251.366999999996,0.0658399869513511
"Finland","FIN",2023,3,0.204,0.014,0.029,0.161,0.204,0,251.366999999996,0.0811562376922998
"Finland","FIN",2023,4,0.078,0,0,0.078,0.078,0,251.366999999996,0.0310303261764676
"Finland","FIN",2023,5,0.109962,0,0.000962,0.109,0.109962,0,251.366999999996,0.043745599064317
"Finland","FIN",2023,7,0.105,0,0,0.105,0.105,0,251.366999999996,0.0417715929298602
"Finland","FIN",2023,8,0.094,0,0,0.094,0.094,0,251.366999999996,0.0373955212895891
"Finland","FIN",2023,9,0.005549,0,0.005549,0,0.005549,0,251.366999999996,0.00220752923016947
"Finland","FIN",2023,10,0.160408,0.062,0.003408,0.095,0.160408,0,251.366999999996,0.0638142636066001
"Finland","FIN",2023,11,0.101,0,0.001,0.1,0.101,0,251.366999999996,0.0401802941515798
"Finland","FIN",2023,12,0.109,0,0.003,0.106,0.109,0,251.366999999996,0.0433628917081406
"Finland","FIN",2024,1,0.004,0,0.004,0,0.004,0,251.366999999996,0.00159129877828039
"Finland","FIN",2024,2,0.199204,0,0.009204,0.19,0.199204,0,251.366999999996,0.0792482704571416
"Finland","FIN",2024,4,0.2281,0,0,0.2281,0.2281,0,251.366999999996,0.0907438128314392
"Finland","FIN",2024,6,0.16455,0,0.00555,0.159,0.16455,0,251.366999999996,0.0654620534915095
"Finland","FIN",2024,9,0.118,0,0,0.118,0.118,0,251.366999999996,0.0469433139592715
"Finland","FIN",2024,11,0.0805,0,0.0805,0,0.014,-0.0665,251.366999999996,0.0320248879128928
"Finland","FIN",2024,12,0.025,0,0,0.025,0.199,0.174,251.366999999996,0.00994561736425243
"Finland","FIN",2025,1,0.198,0,0,0.198,0.198,0,251.366999999996,0.0787692895248793
"Finland","FIN",2025,2,0.003,0.003,0,0,0.663,0.66,251.366999999996,0.00119347408371029
"Finland","FIN",2025,3,0.216,0,0.016,0.2,0.2,-0.016,251.366999999996,0.085930134027141
"Finland","FIN",2025,4,0.0016,0.0016,0,0,0.0416,0.04,251.366999999996,0.000636519511312155
"Finland","FIN",2025,6,0.144037,0,0.001037,0.143,0,-0.144037,251.366999999996,0.0573014755317931
"Finland","FIN",2025,7,0,0,0,0,0.32,0.32,251.366999999996,0
"Finland","FIN",2025,8,0.002,0,0.002,0,0,-0.002,251.366999999996,0.000795649389140194
"Finland","FIN",2025,10,0.163,0,0.011,0.152,0.163,0,251.366999999996,0.0648454252149258
"Finland","FIN",2025,11,0.003,0,0.003,0,0,-0.003,251.366999999996,0.00119347408371029
"Finland","FIN",2025,12,0.000433,0,0.000433,0,0,-0.000433,251.366999999996,0.000172258092748852
"Finland","FIN",2026,1,0.098,0,0,0.098,0,-0.098,251.366999999996,0.0389868200678695
"Finland","FIN",2026,2,0.065,0,0.022,0.043,0,-0.065,251.366999999996,0.0258586051470563
"Finland","FIN",2026,4,0,0,0,0,0.3,0.3,251.366999999996,0
"France","FRA",2022,2,0.5,0.5,0,0,0.5,0,2500.86999999996,0.0199930424212377
"France","FRA",2022,3,0.121028,0,0.121028,0,0.121028,0,2500.86999999996,0.00483943587631512
"France","FRA",2022,4,0.110426,0,0.010426,0.1,0.110426,0,2500.86999999996,0.00441550340481519
"France","FRA",2022,5,0.010059,0,0.010059,0,0.010059,0,2500.86999999996,0.00040222002743046
"France","FRA",2022,6,0.10567,0,0.001103,0.104567,0.105671,0.000001,2500.86999999996,0.00422532958530438
"France","FRA",2022,9,0.009,0,0.009,0,0.009,0,2500.86999999996,0.000359874763582279
"France","FRA",2022,10,0,0,0,0,0.2,0.2,2500.86999999996,0
"France","FRA",2022,11,0.148926,0.1,0.001969,0.046957,0.148926,0,2500.86999999996,0.0059549676712505
"France","FRA",2022,12,1.022979,0.0994,0.1659,0.757679,0.877828,-0.145151,2500.86999999996,0.0409049250860707
"France","FRA",2023,1,0.054413,0,0.004,0.050413,0.054413,0,2500.86999999996,0.00217576283453362
"France","FRA",2023,2,0.018751,0,0,0.018751,0,-0.018751,2500.86999999996,0.000749779076881257
"France","FRA",2023,3,0.01304,0,0,0.01304,0.01304,0,2500.86999999996,0.00052141854634588
"France","FRA",2023,5,0.051956,0,0.002,0.049956,0.051956,0,2500.86999999996,0.00207751702407565
"France","FRA",2023,6,0.04,0,0.04,0,0.04,0,2500.86999999996,0.00159944339369902
"France","FRA",2023,7,0.177481,0.1,0,0.077481,0.177481,0,2500.86999999996,0.00709677032392738
"France","FRA",2023,9,0.010708,0,0,0.010708,0,-0.010708,2500.86999999996,0.000428170996493227
"France","FRA",2023,10,0.014112,0,0.014112,0,0.014112,0,2500.86999999996,0.000564283629297014
"France","FRA",2023,12,1.532369,0,0,1.532369,1.532369,0,2500.86999999996,0.0612734368439793
"France","FRA",2024,1,0.116747,0,0.012,0.104747,0.012,-0.104747,2500.86999999996,0.00466825544710448
"France","FRA",2024,2,0,0,0,0,3,3,2500.86999999996,0
"France","FRA",2024,3,0.002,0,0,0.002,0,-0.002,2500.86999999996,0.0000799721696849509
"France","FRA",2024,4,0.324141,0,0,0.324141,0,-0.324141,2500.86999999996,0.0129611295269248
"France","FRA",2024,6,0.473833,0,0.204,0.269833,0.204,-0.269833,2500.86999999996,0.0189467265391647
"France","FRA",2024,10,0.3,0,0,0.3,0.3,0,2500.86999999996,0.0119958254527426
"France","FRA",2024,11,0.008956,0,0,0.008956,0,-0.008956,2500.86999999996,0.00035811537584921
"France","FRA",2024,12,0.0057,0,0.0057,0,0.0057,0,2500.86999999996,0.00022792068360211
"France","FRA",2025,3,2.195,0,0,2.195,2.195,0,2500.86999999996,0.0877694562292336
"France","FRA",2025,6,0.2,0,0.2,0,0.2,0,2500.86999999996,0.00799721696849509
"France","FRA",2025,11,0,0,0,0,0.1,0.1,2500.86999999996,0
"France","FRA",2026,2,0.339336,0,0.074332,0.265004,0.339336,0,2500.86999999996,0.0135687180861062
"Germany","DEU",2022,3,0.15,0.15,0,0,0.15,0,3601.74999999994,0.00416464218782543
"Germany","DEU",2022,4,0.44,0,0.44,0,1.64,1.2,3601.74999999994,0.0122162837509546
"Germany","DEU",2022,5,1.567,1.257,0.31,0,1.567,0,3601.74999999994,0.0435066287221496
"Germany","DEU",2022,6,1.038118,0,0,1.038118,0,-1.038118,3601.74999999994,0.0288226001249397
"Germany","DEU",2022,7,0.596729,0,0.406,0.190729,0.406,-0.190729,3601.74999999994,0.0165677517873259
"Germany","DEU",2022,8,0.129739,0,0.0346,0.095139,0.0346,-0.095139,3601.74999999994,0.00360211008537522
"Germany","DEU",2022,9,0.714598,0,0.0147,0.699898,0.0147,-0.699898,3601.74999999994,0.0198402998542378
"Germany","DEU",2022,10,0.120948,0,0.0008,0.120148,0.0008,-0.120148,3601.74999999994,0.0033580342888874
"Germany","DEU",2022,11,0.240638,0,0.046748,0.19389,0.046748,-0.19389,3601.74999999994,0.00668114111195957
"Germany","DEU",2022,12,0.990097,0.2,0.309176,0.480921,0.755176,-0.234921,3601.74999999994,0.0274893315749293
"Germany","DEU",2023,1,0.661442,0,0.052,0.609442,0.052,-0.609442,3601.74999999994,0.0183644617199975
"Germany","DEU",2023,2,0.187792,0,0.105,0.082792,2.255,2.067208,3601.74999999994,0.00521390990490742
"Germany","DEU",2023,3,0.101739,0,0.025,0.076739,0.025,-0.076739,3601.74999999994,0.00282471021031447
"Germany","DEU",2023,4,0.34878,0,0.29802,0.05076,2.66302,2.31424,3601.74999999994,0.00968362601513168
"Germany","DEU",2023,5,1.733933,0,0,1.733933,10.626936,8.893003,3601.74999999994,0.048141403484418
"Germany","DEU",2023,6,0.064915,0,0,0.064915,0,-0.064915,3601.74999999994,0.00180231831748458
"Germany","DEU",2023,7,0.504109,0,0.356466,0.147643,0.400166,-0.103943,3601.74999999994,0.0139962240577499
"Germany","DEU",2023,8,0.607717,0,0,0.607717,0,-0.607717,3601.74999999994,0.0168728257097247
"Germany","DEU",2023,9,0.056737,0,0.04483,0.011907,0.04593,-0.010807,3601.74999999994,0.00157526202540434
"Germany","DEU",2023,10,0.169496,0,0,0.169496,0,-0.169496,3601.74999999994,0.00470593461511772
"Germany","DEU",2023,11,0.039976,0,0,0.039976,0,-0.039976,3601.74999999994,0.00110990490733673
"Germany","DEU",2023,12,1.157656,0,0.52978,0.627876,1.07978,-0.077876,3601.74999999994,0.0321414867772615
"Germany","DEU",2024,1,0.929064,0,0,0.929064,0,-0.929064,3601.74999999994,0.0257947941972656
"Germany","DEU",2024,2,0.788918,0,0.1,0.688918,1.502296,0.713378,3601.74999999994,0.0219037412368991
"Germany","DEU",2024,3,0.076991,0,0,0.076991,0,-0.076991,3601.74999999994,0.00213759977788578
"Germany","DEU",2024,4,0.431821,0,0,0.431821,0,-0.431821,3601.74999999994,0.0119891996945931
"Germany","DEU",2024,5,0.014557,0,0,0.014557,0,-0.014557,3601.74999999994,0.000404164642187832
"Germany","DEU",2024,6,0.116545,0,0.0568,0.059745,0.0568,-0.059745,3601.74999999994,0.0032357881585341
"Germany","DEU",2024,7,0.138632,0,0,0.138632,0,-0.138632,3601.74999999994,0.00384901783855076
"Germany","DEU",2024,8,0.025885,0,0,0.025885,0,-0.025885,3601.74999999994,0.000718678420212408
"Germany","DEU",2024,9,0.194933,0,0,0.194933,0,-0.194933,3601.74999999994,0.00541217463732916
"Germany","DEU",2024,10,0.976087,0,0.17,0.806087,2.460572,1.484485,3601.74999999994,0.0271003539945864
"Germany","DEU",2024,11,0.209143,0,0.065,0.144143,0.065,-0.144143,3601.74999999994,0.00580670507392249
"Germany","DEU",2024,12,0.497299,0,0.049518,0.447781,0.049518,-0.447781,3601.74999999994,0.0138071493024226
"Germany","DEU",2025,1,0.388901,0,0,0.388901,0,-0.388901,3601.74999999994,0.01079755674325
"Germany","DEU",2025,2,0.059314,0,0,0.059314,0,-0.059314,3601.74999999994,0.00164681057819118
"Germany","DEU",2025,4,0.331531,0,0.13,0.201531,9.3175,8.985969,3601.74999999994,0.00920471992781301
"Germany","DEU",2025,5,4.26,0,0,4.26,0,-4.26,3601.74999999994,0.118275838134242
"Germany","DEU",2025,6,0,0,0,0,1.9,1.9,3601.74999999994,0
"Germany","DEU",2025,7,0.831253,0.0405,0.00046,0.790293,7.029714,6.198461,3601.74999999994,0.0230791420837097
"Germany","DEU",2025,8,1.117662,0,0,1.117662,0,-1.117662,3601.74999999994,0.0310310821128623
"Germany","DEU",2025,10,2.06,0,0.06,2,0.06,-2,3601.74999999994,0.0571944193794692
"Germany","DEU",2025,11,0.085406,0,0,0.085406,0,-0.085406,3601.74999999994,0.00237123620462279
"Germany","DEU",2025,12,0.218406,0,0.108,0.110406,3.108,2.889594,3601.74999999994,0.00606388561116133
"Germany","DEU",2026,1,0.12,0,0.12,0,0.12,0,3601.74999999994,0.00333171375026034
"Germany","DEU",2026,3,0.2,0,0,0.2,0,-0.2,3601.74999999994,0.0055528562504339
"Germany","DEU",2026,4,4.233,0,0.233,4,0.233,-4,3601.74999999994,0.117526202540434
"Greece","GRC",2022,3,0.01642,0,0,0.01642,0.01642,0,181.674605999997,0.00903813711862419
"Greece","GRC",2022,5,0.095164,0,0,0.095164,0.095164,0,181.674605999997,0.052381563992494
"Greece","GRC",2022,9,0.02268,0,0,0.02268,0.02268,0,181.674605999997,0.0124838580907671
"Greece","GRC",2023,2,0.010481,0,0,0.010481,0.010481,0,181.674605999997,0.00576910567236907
"Greece","GRC",2024,12,0.0038,0,0,0.0038,0.0038,0,181.674605999997,0.00209165170832959
"Greece","GRC",2025,12,0.02,0,0,0.02,0.02,0,181.674605999997,0.0110086932017347
"Hungary","HUN",2022,2,0.000175,0,0.000175,0,0.000175,0,153.751436967572,0.000113820074434107
"Hungary","HUN",2022,3,0.006232,0,0.006232,0,0.006232,0,153.751436967572,0.0040532954507049
"Hungary","HUN",2022,4,0.002058,0,0.002058,0,0.002058,0,153.751436967572,0.0013385240753451
"Hungary","HUN",2022,5,0.037681,0,0.037681,0,0.037681,0,153.751436967572,0.024507738427152
"Hungary","HUN",2022,11,0.000939,0,0.000939,0,0.000939,0,153.751436967572,0.000610725999392154
"Hungary","HUN",2023,6,0.007004,0,0.007004,0,0.007004,0,153.751436967572,0.00455540457906565
"Iceland","ISL",2022,2,0.001021,0,0.001021,0,0.001021,0,21.6466953837562,0.00471665527647312
"Iceland","ISL",2022,3,0.001395,0,0.001395,0,0.001395,0,21.6466953837562,0.00644440167549462
"Iceland","ISL",2022,4,0.00113,0.00093,0,0.0002,0.00113,0,21.6466953837562,0.00522019633928955
"Iceland","ISL",2022,5,0.00307,0.000939,0.002131,0,0.003069,-0.000001,21.6466953837562,0.0141823033288663
"Iceland","ISL",2022,12,0.000671,0,0,0.000671,0.000671,0,21.6466953837562,0.0030997803041268
"Iceland","ISL",2023,1,0.000929,0.000929,0,0,0.000929,0,21.6466953837562,0.00429164814088495
"Iceland","ISL",2023,2,0.00346,0.00196,0.0015,0,0.00346,0,21.6466953837562,0.0159839640123379
"Iceland","ISL",2023,3,0.007254,0,0.000402,0.006852,0.007254,0,21.6466953837562,0.033510888712572
"Iceland","ISL",2023,5,0.016185,0.003598,0.004878,0.007709,0.016185,0,21.6466953837562,0.074768918364072
"Iceland","ISL",2023,12,0.00034,0,0,0.00034,0.011624,0.011284,21.6466953837562,0.001570678544565
"Iceland","ISL",2024,3,0.002503,0,0,0.002503,0,-0.002503,21.6466953837562,0.0115629658736653
"Iceland","ISL",2024,6,0.003522,0.002788,0.000734,0,0.002788,-0.000734,21.6466953837562,0.0162703818645821
"Iceland","ISL",2025,1,0.010316,0,0,0.010316,0.024759,0.014443,21.6466953837562,0.0476562348992133
"Iceland","ISL",2025,2,0.00547,0,0,0.00547,0,-0.00547,21.6466953837562,0.0252694459963839
"Iceland","ISL",2025,3,0.002928,0,0.002928,0,0.002928,0,21.6466953837562,0.0135263140543715
"Iceland","ISL",2025,4,0.006189,0.001783,0,0.004406,0.001783,-0.004406,21.6466953837562,0.0285909691538611
"Iceland","ISL",2025,9,0.00042,0,0.00042,0,0.00042,0,21.6466953837562,0.00194024996681558
"Iceland","ISL",2025,11,0.008,0,0,0.008,0,-0.008,21.6466953837562,0.0369571422250587
"Iceland","ISL",2025,12,0.020298,0,0.009818,0.01048,0.020298,0,21.6466953837562,0.0937695091105303
"Iceland","ISL",2026,2,0.002763,0,0.002763,0,0.002763,0,21.6466953837562,0.0127640729959797
"Iceland","ISL",2026,3,0.0027,0,0.0027,0,0.0027,0,21.6466953837562,0.0124730355009573
"India","IND",2022,5,0.001776,0,0.001776,0,0.001776,0,2685.53886126453,0.0000661319791575736
"India","IND",2022,9,0.000078,0,0.000078,0,0.000078,0,2685.53886126453,0.00000290444503056911
"India","IND",2024,1,0.000204,0,0.000204,0,0.000204,0,2685.53886126453,0.00000759624084918075
"India","IND",2024,8,0.000654,0,0.000654,0,0.000654,0,2685.53886126453,0.0000243526544870795
"Ireland","IRL",2022,2,0.019,0,0.019,0,0.019,0,426.283435999993,0.00445712837878137
"Ireland","IRL",2022,3,0.003034,0,0.002943,0.000091,0.003034,0,426.283435999993,0.000711733026380141
"Ireland","IRL",2022,5,0.0005,0,0.0005,0,0.0005,0,426.283435999993,0.000117292852073194
"Ireland","IRL",2022,6,0.002198,0,0.002198,0,0.002198,0,426.283435999993,0.00051561937771376
"Ireland","IRL",2022,9,0,0,0,0,0.032,0.032,426.283435999993,0
"Ireland","IRL",2022,11,0.025,0.025,0,0,0.025,0,426.283435999993,0.0058646426036597
"Ireland","IRL",2023,2,0.00385,0,0,0.00385,0.00385,0,426.283435999993,0.000903154960963593
"Ireland","IRL",2023,3,0.0051,0,0.0051,0,0.0051,0,426.283435999993,0.00119638709114658
"Ireland","IRL",2023,7,0.0216,0.007,0.0146,0,0.0091,-0.0125,426.283435999993,0.00506705120956198
"Ireland","IRL",2023,9,0.02,0.008,0.012,0,0.02,0,426.283435999993,0.00469171408292776
"Ireland","IRL",2023,10,0.00005,0,0.00005,0,0.00005,0,426.283435999993,0.0000117292852073194
"Ireland","IRL",2024,3,0.035,0,0.035,0,0.035,0,426.283435999993,0.00821049964512358
"Ireland","IRL",2024,6,0.003134,0,0,0.003134,0.003134,0,426.283435999993,0.00073519159679478
"Ireland","IRL",2024,8,0.009366,0,0.009366,0,0.009366,0,426.283435999993,0.00219712970503507
"Ireland","IRL",2024,9,0.031115,0,0.031115,0,0.031115,0,426.283435999993,0.00729913418451486
"Ireland","IRL",2025,3,0.1,0,0,0.1,0.02,-0.08,426.283435999993,0.0234585704146388
"Ireland","IRL",2025,4,0.007,0.007,0,0,0.007,0,426.283435999993,0.00164209992902471
"Ireland","IRL",2025,9,0.035187,0,0.0334,0.001787,0.002787,-0.0324,426.283435999993,0.00825436717179895
"Ireland","IRL",2025,12,0.1285,0,0.0285,0.1,0.1285,0,426.283435999993,0.0301442629828108
"Ireland","IRL",2026,1,0.025,0,0.025,0,0.025,0,426.283435999993,0.0058646426036597
"Ireland","IRL",2026,4,0.0383,0,0.0383,0,0.007,-0.0313,426.283435999993,0.00898463246880666
"Italy","ITA",2022,2,0.264,0.11,0.004,0.15,0.264,0,1782.05039999997,0.0148143958218019
"Italy","ITA",2022,3,0.007684,0,0.007684,0,0.007684,0,1782.05039999997,0.000431188702631538
"Italy","ITA",2022,4,0.032638,0,0.032638,0,0.032638,0,1782.05039999997,0.00183148579860595
"Italy","ITA",2022,5,0.008461,0,0,0.008461,0.008461,0,1782.05039999997,0.000474790163061614
"Italy","ITA",2022,8,0.2,0.2,0,0,0.2,0,1782.05039999997,0.0112230271377287
"Italy","ITA",2022,10,0.166209,0,0,0.166209,0.166209,0,1782.05039999997,0.00932684058767378
"Italy","ITA",2022,12,0.01,0,0.01,0,0.01,0,1782.05039999997,0.000561151356886437
"Italy","ITA",2023,1,0.317365,0,0,0.317365,0.317365,0,1782.05039999997,0.0178089800378264
"Italy","ITA",2023,4,0.318112,0.1,0.17066,0.047452,0.318112,0,1782.05039999997,0.0178508980441858
"Italy","ITA",2023,5,0.372971,0,0,0.372971,0.372971,0,1782.05039999997,0.0209293182729291
"Italy","ITA",2024,2,0.1005,0,0.1005,0,0.1005,0,1782.05039999997,0.00563957113670869
"Italy","ITA",2024,6,0.45766,0,0.14,0.31766,0.50266,0.045,1782.05039999997,0.0256816529992647
"Italy","ITA",2024,12,0.013,0,0.013,0,0.013,0,1782.05039999997,0.000729496763952368
"Italy","ITA",2025,2,0.002,0,0.002,0,0.002,0,1782.05039999997,0.000112230271377287
"Italy","ITA",2025,3,0.021,0,0.021,0,0.021,0,1782.05039999997,0.00117841784946152
"Italy","ITA",2025,5,1.619883,0,0,1.619883,1.619883,0,1782.05039999997,0.0908999543447272
"Italy","ITA",2025,6,0.0015,0,0.0015,0,0.0015,0,1782.05039999997,0.0000841727035329655
"Italy","ITA",2025,7,0.072,0,0.072,0,0.072,0,1782.05039999997,0.00404028976958235
"Italy","ITA",2025,12,0.11,0,0.11,0,0.11,0,1782.05039999997,0.00617266492575081
"Italy","ITA",2026,3,0.145,0,0.145,0,0.145,0,1782.05039999997,0.00813669467485334
"Japan","JPN",2022,2,0.052284,0,0.052284,0,0.052284,0,4177.48320460262,0.0012515669708114
"Japan","JPN",2022,3,0.139641,0.090753,0.048888,0,0.139641,0,4177.48320460262,0.00334270643736276
"Japan","JPN",2022,4,0.191149,0.184864,0.006285,0,0.19115,0.000001,4177.48320460262,0.00457569763031957
"Japan","JPN",2022,5,0.285163,0.283594,0.001569,0,0.285163,0,4177.48320460262,0.00682619141797665
"Japan","JPN",2022,11,0.002519,0,0.002519,0,0.002519,0,4177.48320460262,0.0000602994644532537
"Japan","JPN",2022,12,0.467824,0,0.467824,0,0.467824,0,4177.48320460262,0.0111987045090826
"Japan","JPN",2023,1,0.090154,0,0.090154,0,0.090154,0,4177.48320460262,0.00215809365554531
"Japan","JPN",2023,2,0.021978,0.021978,0,0,5.154922,5.132944,4177.48320460262,0.000526106244443672
"Japan","JPN",2023,3,0.624047,0,0.596025,0.028022,0.624047,0,4177.48320460262,0.014938348508797
"Japan","JPN",2023,4,0.429442,0.429442,0,0,0,-0.429442,4177.48320460262,0.0102799216410219
"Japan","JPN",2023,6,0.004613,0,0.004613,0,0.004613,0,4177.48320460262,0.000110425339230988
"Japan","JPN",2023,7,1.356466,1.356466,0,0,0,-1.356466,4177.48320460262,0.0324708905712772
"Japan","JPN",2023,9,0.000164,0.000164,0,0,0,-0.000164,4177.48320460262,0.0000039258087218474
"Japan","JPN",2023,11,0.212801,0.212801,0,0,0,-0.212801,4177.48320460262,0.00509400013303567
"Japan","JPN",2023,12,2.096661,2.096661,0,0,4.127284,2.030623,4177.48320460262,0.0501895734180323
"Japan","JPN",2024,1,0.464919,0.43099,0,0.033929,0.464919,0,4177.48320460262,0.0111291650314181
"Japan","JPN",2024,2,0.097907,0,0.097907,0,0.097907,0,4177.48320460262,0.00234368386908484
"Japan","JPN",2024,3,0.971211,0.905061,0.06615,0,0.06615,-0.905061,4177.48320460262,0.0232487110643545
"Japan","JPN",2024,5,0,0,0,0,0,0,4177.48320460262,0
